tweet_id,review_text,hs,m_hs,annotation_id,created_at,updated_at,lead_time,phase,annotator_name,source
hasoc_de_1730,da kann man gut lachen wenn man sich schön die Taschen füllen kann und  auf seine Themen Scheisst 💩💩  selber fressen macht dick!!+was interessieren mich andere+,0,0,93,2022-02-18 14:09:51,2022-02-18T14:09:51.241479Z,36.087,2.1,4,hasoc_2019
1463185099357396992,Mashalla der geliebte   wie in Anallah etz´allah geschaffen hat. ♥,0,0,88,2022-02-18 14:09:14,2022-02-18T14:09:14.661761Z,37.797,2.1,4,gmhp7k
1123695657523585024,@TwitterUser die ist so dumm,1,0,83,2022-02-18 14:08:20,2022-02-18T14:08:20.616892Z,25.81,2.1,4,gmhp7k
1473668644223787008,@TwitterUser Man kann beides nacheinander.,0,0,71,2022-02-16 15:48:51,2022-02-16T15:48:51.186003Z,8.897,2.1,2,gmhp7k
1473996997560614912,@TwitterUser Gibt es Flüge nach Nigeria? 🤔,0,0,70,2022-02-16 15:48:41,2022-02-16T15:48:41.980682Z,12.018,2.1,2,gmhp7k
1472551150134219008,"@TwitterUser Ich finde es auch diskriminierend, dass es keine ""Krankenbrüder"" gibt ✊",0,0,69,2022-02-16 15:48:29,2022-02-16T15:48:29.651301Z,23.797,2.1,2,gmhp7k
hasoc_de_1484,stärkste Kraft in . 🤢🤮  Links-Grün ist out. Grün-links ist in.  Noch mehr Verbote. Noch weniger Wirtschaft.  Vielen dank ihr Vollpfosten...,1,0,68,2022-02-16 15:48:05,2022-02-16T15:48:05.550845Z,14.236,2.1,2,hasoc_2019
1379803982030340096,@TwitterUser Viel Wasser trinken hilft,0,0,67,2022-02-16 15:47:50,2022-02-16T15:47:50.993832Z,2.906,2.1,2,gmhp7k
1480540889055470080,"@TwitterUser sehe ich auch so. wir müssen halt die geostrategien anderer mächte beachten, ob wir es wollen oder nicht und uns in die richtung versuchen abzusichern.",0,0,66,2022-02-16 15:47:47,2022-02-16T15:47:47.772730Z,12.88,2.1,2,gmhp7k
1470832002878299904,"@TwitterUser Ihr benutzt dieses Buch doch als Gebrauchsanweisung. ""Framing Manual"" und so.",0,0,65,2022-02-16 15:47:34,2022-02-16T15:47:34.563958Z,92.788,2.1,2,gmhp7k
1087364685341622016,@TwitterUser Dr. Oetker etzala Dr. Haider?,0,0,64,2022-02-16 15:46:01,2022-02-16T15:46:01.373992Z,44.935,2.1,2,gmhp7k
1476491062558526976,@TwitterUser Wo hast Du das her?,0,0,63,2022-02-16 15:45:16,2022-02-16T15:45:16.066465Z,4.074,2.1,2,gmhp7k
1479135397317950976,"@TwitterUser haha, wäre witzig. mag den yt kanal auch sehr.",0,0,62,2022-02-16 15:45:11,2022-02-16T15:45:11.682800Z,11.138,2.1,2,gmhp7k
1418896300137979904,@TwitterUser Baerziege  trittihn in den Hintern.,1,0,61,2022-02-16 15:45:00,2022-02-16T15:45:00.186836Z,24.117,2.1,2,gmhp7k
1480833043329913088,"@TwitterUser Schön. Der RBB hat gemerkt, dass dieses Thema Klicks bringt. Leider sind die meisten Kommentare unter aller Sau. Das ist natürlich einkalkuliert und dieses Modell ist wenig nachhaltig. Populistischer Dreck.",0,0,60,2022-02-16 15:44:35,2022-02-16T15:44:35.746858Z,20.352,2.1,2,gmhp7k
1473605170537931008,"@TwitterUser Ach so, und das hat man mal eben so ausgewürfelt...",0,0,59,2022-02-16 15:44:15,2022-02-16T15:44:15.090753Z,5.596,2.1,2,gmhp7k
1455280030393769984,@TwitterUser Kohle Kohle Kohle,0,0,58,2022-02-16 15:44:09,2022-02-16T15:44:09.195007Z,4.682,2.1,2,gmhp7k
1473627736237395968,@TwitterUser Vermogen wird bereits jetzt versteuert. Und der Mehrheitswille ist nicht alles.,0,0,56,2022-02-16 15:43:50,2022-02-16T15:43:50.609953Z,7.391,2.1,2,gmhp7k
1432454721697092096,@TwitterUser Wen juckt das. Soll lieber mal einen Arbeitslosigkeitsstreik machen und sich praktische Arbeit suchen.,0,0,55,2022-02-16 15:43:42,2022-02-16T15:43:42.885910Z,30.025,2.1,2,gmhp7k
1121425224677904000,@TwitterUser Dieser scheisz Sexist. Es heißt natürlich Neger*innen*x,1,1,54,2022-02-16 15:43:12,2022-02-16T15:43:12.554280Z,14.888,2.1,2,gmhp7k
1476345619685982212,@TwitterUser trau dich,0,0,53,2022-02-16 15:42:57,2022-02-16T15:42:57.355804Z,3.557,2.1,2,gmhp7k
1477694156415901952,@TwitterUser Das Land der Gender-Studenten weiß das aber nicht 🤷‍♂️,1,0,52,2022-02-16 15:42:53,2022-02-16T15:42:53.487329Z,14.437,2.1,2,gmhp7k
1481199987056857088,"@TwitterUser Leider, Ja leider eine Generation zu spät...",0,0,51,2022-02-16 15:42:38,2022-02-16T15:42:38.739382Z,6.157,2.1,2,gmhp7k
1126076097001677056,Manchen Leuten haben sie echt heftig ins Hirn geschissen (P. H. Allee),0,0,50,2022-02-16 15:42:32,2022-02-16T15:42:32.263522Z,12.283,2.1,2,gmhp7k
1405794057163582976,@TwitterUser Was hast du bisher für die Gesellschaft geleistet??,0,0,49,2022-02-16 15:42:19,2022-02-16T15:42:19.688696Z,7.259,2.1,2,gmhp7k
1479731027643878912,@TwitterUser Ist es nicht.,0,0,48,2022-02-16 15:42:12,2022-02-16T15:42:12.157188Z,3.916,2.1,2,gmhp7k
1125450592061665024,@TwitterUser Was für ein dummes widerliches Arschloch,1,0,47,2022-02-16 15:42:07,2022-02-16T15:42:07.925737Z,14.733,2.1,2,gmhp7k
1439147859786481920,"@TwitterUser Klar, habe bereits CDU gewählt.",0,0,46,2022-02-16 15:41:52,2022-02-16T15:41:52.843993Z,4.313,2.1,2,gmhp7k
1481245516218383872,@TwitterUser Ja. Das könnte eine echte Marktlücke sein.,0,0,45,2022-02-16 15:41:48,2022-02-16T15:41:48.203998Z,4.635,2.1,2,gmhp7k
1127200387507814016,"@TwitterUser Völlig daneben. Genauso daneben ist im Übrigen, dass der @TwitterUser diese Aussage gefällt.",0,0,44,2022-02-16 15:41:43,2022-02-16T15:41:43.262293Z,19.358,2.1,2,gmhp7k
1454793706582728960,@TwitterUser Dann erstattet doch nur die kosten für ein ÖPNV Ticket. Das wäre doch mal ein Anfang.,0,0,43,2022-02-16 15:41:23,2022-02-16T15:41:23.570361Z,10.191,2.1,2,gmhp7k
1480186957380600064,@TwitterUser Lass Dir doch nicht alles gefallen 😁,0,0,42,2022-02-16 15:41:13,2022-02-16T15:41:13.067464Z,9.472,2.1,2,gmhp7k
1476443576762572801,Bin nedemol traurig wenn die Schlampe au abfahrt,1,0,40,2022-02-16 15:40:39,2022-02-16T15:40:39.070468Z,22.909,2.1,2,gmhp7k
1238216995516101120,"@TwitterUser Diese Schwachsinnsaussage, dass das Coronavirus nur eine leichte Grippe auslösen würde kommt doch von euch selbst:",0,0,39,2022-02-16 15:40:15,2022-02-16T15:40:15.832755Z,22.226,2.1,2,gmhp7k
1332361034489860096,"@TwitterUser Wäre natürlich eine naise Sache, aber ich glaube eher die verziehen sich so schnell wie möglich.",0,0,37,2022-02-16 15:39:26,2022-02-16T15:39:26.724242Z,68.81,2.1,2,gmhp7k
1480126358206530048,@TwitterUser So mutig!,0,0,36,2022-02-16 15:38:17,2022-02-16T15:38:17.540499Z,2.64,2.1,2,gmhp7k
1481239357008880128,@TwitterUser Besser ist das,0,0,35,2022-02-16 15:38:14,2022-02-16T15:38:14.580105Z,9.657,2.1,2,gmhp7k
1229713694273217024,@TwitterUser hätte bestimmt gern Analseks mit dem Lard. Ist dann auch eher so als würde man ein großes wassertier vöge…,1,0,34,2022-02-16 15:38:04,2022-02-16T15:38:04.007666Z,17.262,2.1,2,gmhp7k
1130008856757789056,"@TwitterUser Gar nicht,  unsere Politiker sind nur Macht  - und Geldgierig. Das Deutsche Volk interessiert sie nicht im geringsten.",1,0,33,2022-02-16 15:37:46,2022-02-16T15:37:46.354950Z,13.644,2.1,2,gmhp7k
1473644541219639040,@TwitterUser Stimmt. Die Homo-Ehe gibt es zum Beispiel nur in Kulturen mit dem Christentum als Wurzel.,1,0,32,2022-02-16 15:37:32,2022-02-16T15:37:32.395932Z,30.583,2.1,2,gmhp7k
1480842683157463040,@TwitterUser Eine kindische Aktion.,0,0,31,2022-02-16 15:37:01,2022-02-16T15:37:01.525195Z,7.687,2.1,2,gmhp7k
1479134694587440896,"karl ranseier, der wohl erfolgloseste schwurbler aller zeiten, ist nach einem schweren verlauf an groner gestorben",1,0,30,2022-02-16 15:36:53,2022-02-16T15:36:53.559576Z,17.976,2.1,2,gmhp7k
1481188237808910080,@TwitterUser ist glaub auch besser so ...,0,0,29,2022-02-16 15:36:35,2022-02-16T15:36:35.282592Z,4.444,2.1,2,gmhp7k
1476563424058523652,"@TwitterUser Ja das werden die nicht tun. Wieso sollten die dagegen stimmen, wenn eine Enthaltung genauso effektiv ist. Alle Landesregierungen mit Unionsbeteiligung werden sich aber enthalten außer Bayern die werden dagegen stimmen. Würde mich auf jeden Fall überraschen wenn es anders läuft.",0,0,28,2022-02-16 15:36:30,2022-02-16T15:36:30.563560Z,16.398,2.1,2,gmhp7k
1462449796896236032,@TwitterUser MSM haben mich nach rechts gedrängt,0,0,27,2022-02-16 15:36:13,2022-02-16T15:36:13.821158Z,106.502,2.1,2,gmhp7k
1477963119033004032,Neues aus der Anstalt,0,0,26,2022-02-16 15:34:26,2022-02-16T15:34:26.909481Z,10.06,2.1,2,gmhp7k
hasoc_de_1730,da kann man gut lachen wenn man sich schön die Taschen füllen kann und  auf seine Themen Scheisst 💩💩  selber fressen macht dick!!+was interessieren mich andere+,0,0,25,2022-02-16 15:34:16,2022-02-16T15:34:16.554666Z,18.013,2.1,2,hasoc_2019
1463185099357396992,Mashalla der geliebte   wie in Anallah etz´allah geschaffen hat. ♥,1,1,24,2022-02-16 15:33:58,2022-02-16T15:33:58.235412Z,49.609,2.1,2,gmhp7k
1123695657523585024,@TwitterUser die ist so dumm,0,0,21,2022-02-16 15:32:55,2022-02-16T15:32:55.404669Z,63.571,2.1,2,gmhp7k
1473668644223787008,@TwitterUser Man kann beides nacheinander.,0,0,293,2022-02-21 15:59:52,2022-02-21T15:59:52.195807Z,4.806,2.1,1,gmhp7k
1473996997560614912,@TwitterUser Gibt es Flüge nach Nigeria? 🤔,0,0,292,2022-02-21 15:59:39,2022-02-21T15:59:39.420532Z,11.778,2.1,1,gmhp7k
1472551150134219008,"@TwitterUser Ich finde es auch diskriminierend, dass es keine ""Krankenbrüder"" gibt ✊",0,0,291,2022-02-21 15:59:18,2022-02-21T15:59:18.775577Z,9.644,2.1,1,gmhp7k
hasoc_de_1484,stärkste Kraft in . 🤢🤮  Links-Grün ist out. Grün-links ist in.  Noch mehr Verbote. Noch weniger Wirtschaft.  Vielen dank ihr Vollpfosten...,1,0,290,2022-02-21 15:58:43,2022-02-21T15:58:43.840428Z,21.912,2.1,1,hasoc_2019
1379803982030340096,@TwitterUser Viel Wasser trinken hilft,0,0,289,2022-02-21 15:58:21,2022-02-21T15:58:21.488144Z,2.576,2.1,1,gmhp7k
1480540889055470080,"@TwitterUser sehe ich auch so. wir müssen halt die geostrategien anderer mächte beachten, ob wir es wollen oder nicht und uns in die richtung versuchen abzusichern.",0,0,288,2022-02-21 15:58:18,2022-02-21T15:58:18.529670Z,11.517,2.1,1,gmhp7k
1470832002878299904,"@TwitterUser Ihr benutzt dieses Buch doch als Gebrauchsanweisung. ""Framing Manual"" und so.",0,0,287,2022-02-21 15:58:06,2022-02-21T15:58:06.607482Z,43.631,2.1,1,gmhp7k
1087364685341622016,@TwitterUser Dr. Oetker etzala Dr. Haider?,0,0,286,2022-02-21 15:57:22,2022-02-21T15:57:22.572684Z,29.623,2.1,1,gmhp7k
1476491062558526976,@TwitterUser Wo hast Du das her?,0,0,285,2022-02-21 15:56:52,2022-02-21T15:56:52.014071Z,3.044,2.1,1,gmhp7k
1479135397317950976,"@TwitterUser haha, wäre witzig. mag den yt kanal auch sehr.",0,0,284,2022-02-21 15:56:48,2022-02-21T15:56:48.254202Z,5.621,2.1,1,gmhp7k
1418896300137979904,@TwitterUser Baerziege  trittihn in den Hintern.,1,1,283,2022-02-21 15:56:33,2022-02-21T15:56:33.926872Z,11.081,2.1,1,gmhp7k
1480833043329913088,"@TwitterUser Schön. Der RBB hat gemerkt, dass dieses Thema Klicks bringt. Leider sind die meisten Kommentare unter aller Sau. Das ist natürlich einkalkuliert und dieses Modell ist wenig nachhaltig. Populistischer Dreck.",0,0,282,2022-02-21 15:55:25,2022-02-21T15:55:25.084245Z,319.096,2.1,1,gmhp7k
1473605170537931008,"@TwitterUser Ach so, und das hat man mal eben so ausgewürfelt...",0,0,281,2022-02-21 15:50:05,2022-02-21T15:50:05.485753Z,7.1,2.1,1,gmhp7k
1455280030393769984,@TwitterUser Kohle Kohle Kohle,0,0,280,2022-02-21 15:49:57,2022-02-21T15:49:57.997054Z,4.481,2.1,1,gmhp7k
1473627736237395968,@TwitterUser Vermogen wird bereits jetzt versteuert. Und der Mehrheitswille ist nicht alles.,0,0,278,2022-02-21 15:48:02,2022-02-21T15:48:02.004449Z,12.977,2.1,1,gmhp7k
1432454721697092096,@TwitterUser Wen juckt das. Soll lieber mal einen Arbeitslosigkeitsstreik machen und sich praktische Arbeit suchen.,0,0,277,2022-02-21 15:47:48,2022-02-21T15:47:48.388314Z,22.877,2.1,1,gmhp7k
1121425224677904000,@TwitterUser Dieser scheisz Sexist. Es heißt natürlich Neger*innen*x,1,0,276,2022-02-21 15:47:25,2022-02-21T15:47:25.119917Z,18.278,2.1,1,gmhp7k
1476345619685982212,@TwitterUser trau dich,0,0,275,2022-02-21 15:47:06,2022-02-21T15:47:06.406236Z,11.378,2.1,1,gmhp7k
1477694156415901952,@TwitterUser Das Land der Gender-Studenten weiß das aber nicht 🤷‍♂️,1,0,274,2022-02-21 15:46:53,2022-02-21T15:46:53.973810Z,41.554,2.1,1,gmhp7k
1481199987056857088,"@TwitterUser Leider, Ja leider eine Generation zu spät...",0,0,273,2022-02-21 15:46:12,2022-02-21T15:46:12.008141Z,8.071,2.1,1,gmhp7k
1126076097001677056,Manchen Leuten haben sie echt heftig ins Hirn geschissen (P. H. Allee),0,0,272,2022-02-21 15:46:03,2022-02-21T15:46:03.490530Z,57.537,2.1,1,gmhp7k
1405794057163582976,@TwitterUser Was hast du bisher für die Gesellschaft geleistet??,0,0,271,2022-02-21 15:45:04,2022-02-21T15:45:04.855523Z,5.332,2.1,1,gmhp7k
1479731027643878912,@TwitterUser Ist es nicht.,0,0,270,2022-02-21 15:44:59,2022-02-21T15:44:59.019833Z,4.003,2.1,1,gmhp7k
1125450592061665024,@TwitterUser Was für ein dummes widerliches Arschloch,1,0,269,2022-02-21 15:44:54,2022-02-21T15:44:54.538390Z,8.498,2.1,1,gmhp7k
1439147859786481920,"@TwitterUser Klar, habe bereits CDU gewählt.",0,0,268,2022-02-21 15:44:45,2022-02-21T15:44:45.345795Z,134.98,2.1,1,gmhp7k
1481245516218383872,@TwitterUser Ja. Das könnte eine echte Marktlücke sein.,0,0,267,2022-02-21 15:42:29,2022-02-21T15:42:29.802575Z,5.479,2.1,1,gmhp7k
1127200387507814016,"@TwitterUser Völlig daneben. Genauso daneben ist im Übrigen, dass der @TwitterUser diese Aussage gefällt.",0,0,266,2022-02-21 15:42:23,2022-02-21T15:42:23.802319Z,13.502,2.1,1,gmhp7k
1454793706582728960,@TwitterUser Dann erstattet doch nur die kosten für ein ÖPNV Ticket. Das wäre doch mal ein Anfang.,0,0,265,2022-02-21 15:42:09,2022-02-21T15:42:09.790033Z,7.729,2.1,1,gmhp7k
1480186957380600064,@TwitterUser Lass Dir doch nicht alles gefallen 😁,0,0,264,2022-02-21 15:42:01,2022-02-21T15:42:01.522353Z,6.151,2.1,1,gmhp7k
1476443576762572801,Bin nedemol traurig wenn die Schlampe au abfahrt,1,1,262,2022-02-21 15:41:39,2022-02-21T15:41:39.791449Z,18.719,2.1,1,gmhp7k
1238216995516101120,"@TwitterUser Diese Schwachsinnsaussage, dass das Coronavirus nur eine leichte Grippe auslösen würde kommt doch von euch selbst:",0,0,261,2022-02-21 15:41:20,2022-02-21T15:41:20.176775Z,10.983,2.1,1,gmhp7k
1332361034489860096,"@TwitterUser Wäre natürlich eine naise Sache, aber ich glaube eher die verziehen sich so schnell wie möglich.",0,0,259,2022-02-21 15:40:58,2022-02-21T15:40:58.064556Z,8.972,2.1,1,gmhp7k
1480126358206530048,@TwitterUser So mutig!,0,0,258,2022-02-21 15:40:47,2022-02-21T15:40:47.934510Z,3.526,2.1,1,gmhp7k
1481239357008880128,@TwitterUser Besser ist das,0,0,257,2022-02-21 15:40:43,2022-02-21T15:40:43.782514Z,7.915,2.1,1,gmhp7k
1229713694273217024,@TwitterUser hätte bestimmt gern Analseks mit dem Lard. Ist dann auch eher so als würde man ein großes wassertier vöge…,1,0,256,2022-02-21 15:40:35,2022-02-21T15:40:35.350857Z,15.283,2.1,1,gmhp7k
1130008856757789056,"@TwitterUser Gar nicht,  unsere Politiker sind nur Macht  - und Geldgierig. Das Deutsche Volk interessiert sie nicht im geringsten.",0,0,255,2022-02-21 15:40:19,2022-02-21T15:40:19.605850Z,149.578,2.1,1,gmhp7k
1473644541219639040,@TwitterUser Stimmt. Die Homo-Ehe gibt es zum Beispiel nur in Kulturen mit dem Christentum als Wurzel.,0,0,254,2022-02-21 15:37:49,2022-02-21T15:37:49.191939Z,11.19,2.1,1,gmhp7k
1480842683157463040,@TwitterUser Eine kindische Aktion.,0,0,253,2022-02-21 15:37:37,2022-02-21T15:37:37.431687Z,6.282,2.1,1,gmhp7k
1479134694587440896,"karl ranseier, der wohl erfolgloseste schwurbler aller zeiten, ist nach einem schweren verlauf an groner gestorben",1,0,252,2022-02-21 15:37:29,2022-02-21T15:37:29.999112Z,125.479,2.1,1,gmhp7k
1481188237808910080,@TwitterUser ist glaub auch besser so ...,0,0,251,2022-02-21 15:35:23,2022-02-21T15:35:23.963548Z,6.038,2.1,1,gmhp7k
1476563424058523652,"@TwitterUser Ja das werden die nicht tun. Wieso sollten die dagegen stimmen, wenn eine Enthaltung genauso effektiv ist. Alle Landesregierungen mit Unionsbeteiligung werden sich aber enthalten außer Bayern die werden dagegen stimmen. Würde mich auf jeden Fall überraschen wenn es anders läuft.",0,0,250,2022-02-21 15:35:17,2022-02-21T15:35:17.103148Z,21.923,2.1,1,gmhp7k
1462449796896236032,@TwitterUser MSM haben mich nach rechts gedrängt,1,0,249,2022-02-21 15:34:53,2022-02-21T15:34:53.938269Z,181.761,2.1,1,gmhp7k
1477963119033004032,Neues aus der Anstalt,1,0,248,2022-02-21 15:31:51,2022-02-21T15:31:51.608012Z,97.256,2.1,1,gmhp7k
hasoc_de_1730,da kann man gut lachen wenn man sich schön die Taschen füllen kann und  auf seine Themen Scheisst 💩💩  selber fressen macht dick!!+was interessieren mich andere+,0,0,247,2022-02-21 15:30:13,2022-02-21T15:30:13.740589Z,122.427,2.1,1,hasoc_2019
1463185099357396992,Mashalla der geliebte   wie in Anallah etz´allah geschaffen hat. ♥,0,0,23,2022-02-16 15:33:35,2022-02-16T15:33:35.590307Z,94.585,2.1,1,gmhp7k
1123695657523585024,@TwitterUser die ist so dumm,1,0,19,2022-02-16 15:31:43,2022-02-16T15:31:43.492812Z,17.265,2.1,1,gmhp7k
1473668644223787008,@TwitterUser Man kann beides nacheinander.,0,0,246,2022-02-21 06:49:28,2022-02-21T06:49:28.106843Z,7.329,2.1,5,gmhp7k
1473996997560614912,@TwitterUser Gibt es Flüge nach Nigeria? 🤔,0,0,245,2022-02-21 06:49:20,2022-02-21T06:49:20.167254Z,8.303,2.1,5,gmhp7k
1472551150134219008,"@TwitterUser Ich finde es auch diskriminierend, dass es keine ""Krankenbrüder"" gibt ✊",1,1,244,2022-02-21 06:49:10,2022-02-21T06:49:10.732730Z,50.579,2.1,5,gmhp7k
hasoc_de_1484,stärkste Kraft in . 🤢🤮  Links-Grün ist out. Grün-links ist in.  Noch mehr Verbote. Noch weniger Wirtschaft.  Vielen dank ihr Vollpfosten...,1,0,243,2022-02-21 06:48:19,2022-02-21T06:48:19.323680Z,18.75,2.1,5,hasoc_2019
1379803982030340096,@TwitterUser Viel Wasser trinken hilft,0,0,242,2022-02-21 06:47:59,2022-02-21T06:47:59.747458Z,5.922,2.1,5,gmhp7k
1480540889055470080,"@TwitterUser sehe ich auch so. wir müssen halt die geostrategien anderer mächte beachten, ob wir es wollen oder nicht und uns in die richtung versuchen abzusichern.",0,0,241,2022-02-21 06:47:52,2022-02-21T06:47:52.596239Z,12.826,2.1,5,gmhp7k
1470832002878299904,"@TwitterUser Ihr benutzt dieses Buch doch als Gebrauchsanweisung. ""Framing Manual"" und so.",0,0,240,2022-02-21 06:47:38,2022-02-21T06:47:38.834575Z,10.78,2.1,5,gmhp7k
1087364685341622016,@TwitterUser Dr. Oetker etzala Dr. Haider?,0,0,239,2022-02-21 06:47:27,2022-02-21T06:47:27.205353Z,51.253,2.1,5,gmhp7k
1476491062558526976,@TwitterUser Wo hast Du das her?,0,0,238,2022-02-21 06:46:35,2022-02-21T06:46:35.291119Z,4.195,2.1,5,gmhp7k
1479135397317950976,"@TwitterUser haha, wäre witzig. mag den yt kanal auch sehr.",0,0,237,2022-02-21 06:46:30,2022-02-21T06:46:30.381305Z,12.553,2.1,5,gmhp7k
1418896300137979904,@TwitterUser Baerziege  trittihn in den Hintern.,1,0,236,2022-02-21 06:46:17,2022-02-21T06:46:17.001291Z,40.119,2.1,5,gmhp7k
1480833043329913088,"@TwitterUser Schön. Der RBB hat gemerkt, dass dieses Thema Klicks bringt. Leider sind die meisten Kommentare unter aller Sau. Das ist natürlich einkalkuliert und dieses Modell ist wenig nachhaltig. Populistischer Dreck.",1,0,235,2022-02-21 06:45:36,2022-02-21T06:45:36.164181Z,17.416,2.1,5,gmhp7k
1473605170537931008,"@TwitterUser Ach so, und das hat man mal eben so ausgewürfelt...",0,0,234,2022-02-21 06:45:18,2022-02-21T06:45:18.008639Z,13.297,2.1,5,gmhp7k
1455280030393769984,@TwitterUser Kohle Kohle Kohle,0,0,233,2022-02-21 06:45:04,2022-02-21T06:45:04.000420Z,13.729,2.1,5,gmhp7k
1473627736237395968,@TwitterUser Vermogen wird bereits jetzt versteuert. Und der Mehrheitswille ist nicht alles.,0,0,231,2022-02-21 06:44:38,2022-02-21T06:44:38.591693Z,28.843,2.1,5,gmhp7k
1432454721697092096,@TwitterUser Wen juckt das. Soll lieber mal einen Arbeitslosigkeitsstreik machen und sich praktische Arbeit suchen.,1,0,230,2022-02-21 06:44:09,2022-02-21T06:44:09.013401Z,18.284,2.1,5,gmhp7k
1121425224677904000,@TwitterUser Dieser scheisz Sexist. Es heißt natürlich Neger*innen*x,1,0,229,2022-02-21 06:43:49,2022-02-21T06:43:49.775546Z,13.106,2.1,5,gmhp7k
1476345619685982212,@TwitterUser trau dich,0,0,228,2022-02-21 06:43:35,2022-02-21T06:43:35.966363Z,7.353,2.1,5,gmhp7k
1477694156415901952,@TwitterUser Das Land der Gender-Studenten weiß das aber nicht 🤷‍♂️,1,0,227,2022-02-21 06:43:27,2022-02-21T06:43:27.592687Z,11.595,2.1,5,gmhp7k
1481199987056857088,"@TwitterUser Leider, Ja leider eine Generation zu spät...",0,0,226,2022-02-21 06:43:15,2022-02-21T06:43:15.454994Z,6.321,2.1,5,gmhp7k
1126076097001677056,Manchen Leuten haben sie echt heftig ins Hirn geschissen (P. H. Allee),1,0,225,2022-02-21 06:43:08,2022-02-21T06:43:08.542870Z,13.427,2.1,5,gmhp7k
1405794057163582976,@TwitterUser Was hast du bisher für die Gesellschaft geleistet??,0,0,224,2022-02-21 06:42:54,2022-02-21T06:42:54.456313Z,24.537,2.1,5,gmhp7k
1479731027643878912,@TwitterUser Ist es nicht.,0,0,223,2022-02-21 06:42:29,2022-02-21T06:42:29.232373Z,4.3,2.1,5,gmhp7k
1125450592061665024,@TwitterUser Was für ein dummes widerliches Arschloch,1,0,222,2022-02-21 06:42:24,2022-02-21T06:42:24.283332Z,10.585,2.1,5,gmhp7k
1439147859786481920,"@TwitterUser Klar, habe bereits CDU gewählt.",0,0,221,2022-02-21 06:42:12,2022-02-21T06:42:12.760188Z,5.175,2.1,5,gmhp7k
1481245516218383872,@TwitterUser Ja. Das könnte eine echte Marktlücke sein.,0,0,220,2022-02-21 06:42:06,2022-02-21T06:42:06.821063Z,3.952,2.1,5,gmhp7k
1127200387507814016,"@TwitterUser Völlig daneben. Genauso daneben ist im Übrigen, dass der @TwitterUser diese Aussage gefällt.",0,0,219,2022-02-21 06:42:02,2022-02-21T06:42:02.113156Z,11.408,2.1,5,gmhp7k
1454793706582728960,@TwitterUser Dann erstattet doch nur die kosten für ein ÖPNV Ticket. Das wäre doch mal ein Anfang.,0,0,218,2022-02-21 06:41:49,2022-02-21T06:41:49.614302Z,6.842,2.1,5,gmhp7k
1480186957380600064,@TwitterUser Lass Dir doch nicht alles gefallen 😁,0,0,217,2022-02-21 06:41:41,2022-02-21T06:41:41.925776Z,8.922,2.1,5,gmhp7k
1476443576762572801,Bin nedemol traurig wenn die Schlampe au abfahrt,1,0,215,2022-02-21 06:37:37,2022-02-21T06:37:37.857031Z,19.9,2.1,5,gmhp7k
1238216995516101120,"@TwitterUser Diese Schwachsinnsaussage, dass das Coronavirus nur eine leichte Grippe auslösen würde kommt doch von euch selbst:",1,0,214,2022-02-21 06:37:17,2022-02-21T06:37:17.174617Z,17.416,2.1,5,gmhp7k
1332361034489860096,"@TwitterUser Wäre natürlich eine naise Sache, aber ich glaube eher die verziehen sich so schnell wie möglich.",0,0,212,2022-02-21 06:36:32,2022-02-21T06:36:32.933953Z,9.0,2.1,5,gmhp7k
1480126358206530048,@TwitterUser So mutig!,0,0,211,2022-02-21 06:36:23,2022-02-21T06:36:23.179198Z,5.386,2.1,5,gmhp7k
1481239357008880128,@TwitterUser Besser ist das,0,0,210,2022-02-21 06:36:16,2022-02-21T06:36:16.496206Z,4.034,2.1,5,gmhp7k
1229713694273217024,@TwitterUser hätte bestimmt gern Analseks mit dem Lard. Ist dann auch eher so als würde man ein großes wassertier vöge…,1,0,209,2022-02-21 06:36:10,2022-02-21T06:36:10.805703Z,16.084,2.1,5,gmhp7k
1130008856757789056,"@TwitterUser Gar nicht,  unsere Politiker sind nur Macht  - und Geldgierig. Das Deutsche Volk interessiert sie nicht im geringsten.",0,0,208,2022-02-21 06:35:53,2022-02-21T06:35:53.621844Z,25.608,2.1,5,gmhp7k
1473644541219639040,@TwitterUser Stimmt. Die Homo-Ehe gibt es zum Beispiel nur in Kulturen mit dem Christentum als Wurzel.,0,0,207,2022-02-21 06:35:27,2022-02-21T06:35:27.400867Z,10.407,2.1,5,gmhp7k
1480842683157463040,@TwitterUser Eine kindische Aktion.,0,0,206,2022-02-21 06:35:16,2022-02-21T06:35:16.185734Z,4.542,2.1,5,gmhp7k
1479134694587440896,"karl ranseier, der wohl erfolgloseste schwurbler aller zeiten, ist nach einem schweren verlauf an groner gestorben",0,0,205,2022-02-21 06:35:10,2022-02-21T06:35:10.727222Z,53.97,2.1,5,gmhp7k
1481188237808910080,@TwitterUser ist glaub auch besser so ...,0,0,204,2022-02-21 06:34:15,2022-02-21T06:34:15.843438Z,6.063,2.1,5,gmhp7k
1476563424058523652,"@TwitterUser Ja das werden die nicht tun. Wieso sollten die dagegen stimmen, wenn eine Enthaltung genauso effektiv ist. Alle Landesregierungen mit Unionsbeteiligung werden sich aber enthalten außer Bayern die werden dagegen stimmen. Würde mich auf jeden Fall überraschen wenn es anders läuft.",0,0,203,2022-02-21 06:34:08,2022-02-21T06:34:08.974451Z,16.997,2.1,5,gmhp7k
